req_id,hlj_id,present_models,missing_models,num_gpt41,num_opus4,num_meta70b,union_count,intersection_count,majority_count,agreement_score,disagreement_score,entropy,stable_tags,majority_tags,unique_gpt41,unique_opus4,unique_meta70b,opus4_precision,opus4_recall,opus4_f1,meta70b_precision,meta70b_recall,meta70b_f1
req-002,req-002-hlj-chunk_1-item_10-v1.0,gpt41|opus4,meta70b,2,3,0,5,0,0,0.0,1.0,1.0,,,maintainability|usability,compliance|encryption|security,,0.0,0.0,0,,,
req-002,req-002-hlj-chunk_1-item_2-v1.0,gpt41|opus4|meta70b,,2,3,3,6,0,2,0.0,1.0,0.9182958340544897,,compliance|guardian,security,onboarding|ux,kyc,0.0,0.0,0,0.3333333333333333,0.5,0.4
req-002,req-002-hlj-chunk_1-item_3-v1.0,gpt41|opus4|meta70b,,2,4,3,8,0,1,0.0,1.0,0.9182958340544896,,onboarding,[inferred] compliance|usability,[inferred] security|session|ux,compliance|handoff,0.0,0.0,0,0.0,0.0,0
req-002,req-002-hlj-chunk_1-item_4-v1.0,gpt41|opus4|meta70b,,2,3,3,5,0,3,0.0,1.0,0.9182958340544897,,compliance|integration|kyc,security,api,,0.0,0.0,0,0.3333333333333333,0.5,0.4
req-002,req-002-hlj-chunk_1-item_5-v1.0,gpt41|opus4|meta70b,,1,3,3,7,0,0,0.0,1.0,0.9182958340544898,,,usability,feedback|kyc|ux,compliance|edgecase|onboarding,0.0,0.0,0,0.0,0.0,0
req-002,req-002-hlj-chunk_1-item_6-v1.0,gpt41|opus4,meta70b,2,3,0,5,0,0,0.0,1.0,1.0,,,compliance|maintainability,guardian|kyc|workflow,,0.0,0.0,0,,,
req-002,req-002-hlj-chunk_1-item_7-v1.0,gpt41|opus4,meta70b,2,3,0,4,1,1,0.25,0.75,0.75,security,security,compliance,identity|validation,,0.3333333333333333,0.5,0.4,,,
req-002,req-002-hlj-chunk_1-item_8-v1.0,gpt41|opus4,meta70b,2,3,0,3,2,2,0.6666666666666666,0.33333333333333337,0.3333333333333333,compliance|security,compliance|security,,coppa,,0.6666666666666666,1.0,0.8,,,
req-002,req-002-hlj-chunk_1-item_9-v1.0,gpt41|opus4,meta70b,2,3,0,4,1,1,0.25,0.75,0.75,compliance,compliance,maintainability,gdpr|security,,0.3333333333333333,0.5,0.4,,,
req-002,req-002-hlj-chunk_2-item_1-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,compliance|encryption|security,,,compliance|encryption|security,,,,,,,
req-002,req-002-hlj-chunk_2-item_10-v1.0,meta70b,gpt41|opus4,0,0,2,2,2,0,1.0,0.0,0.0,documentation|onboarding,,,,documentation|onboarding,,,,,,
req-002,req-002-hlj-chunk_2-item_11-v1.0,meta70b,gpt41|opus4,0,0,2,2,2,0,1.0,0.0,0.0,onboarding|verification,,,,onboarding|verification,,,,,,
req-002,req-002-hlj-chunk_2-item_12-v1.0,meta70b,gpt41|opus4,0,0,2,2,2,0,1.0,0.0,0.0,compliance|kyc,,,,compliance|kyc,,,,,,
req-002,req-002-hlj-chunk_2-item_2-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,audit|compliance|logging,,,audit|compliance|logging,,,,,,,
req-002,req-002-hlj-chunk_2-item_3-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,mobile|responsive|ux,,,mobile|responsive|ux,,,,,,,
req-002,req-002-hlj-chunk_2-item_4-v1.0,opus4,gpt41|meta70b,0,4,0,4,4,0,1.0,0.0,0.0,[inferred] i18n|accessibility|content|ux,,,[inferred] i18n|accessibility|content|ux,,,,,,,
req-002,req-002-hlj-chunk_2-item_5-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,content|documentation|support,,,content|documentation|support,,,,,,,
req-002,req-002-hlj-chunk_2-item_6-v1.0,meta70b,gpt41|opus4,0,0,3,3,3,0,1.0,0.0,0.0,[inferred] child_protection|compliance|regulation,,,,[inferred] child_protection|compliance|regulation,,,,,,
req-002,req-002-hlj-chunk_2-item_7-v1.0,meta70b,gpt41|opus4,0,0,2,2,2,0,1.0,0.0,0.0,encryption|security,,,,encryption|security,,,,,,
req-002,req-002-hlj-chunk_2-item_8-v1.0,meta70b,gpt41|opus4,0,0,2,2,2,0,1.0,0.0,0.0,auditing|compliance,,,,auditing|compliance,,,,,,
req-002,req-002-hlj-chunk_2-item_9-v1.0,meta70b,gpt41|opus4,0,0,3,3,3,0,1.0,0.0,0.0,[inferred] accessibility|mobile|onboarding,,,,[inferred] accessibility|mobile|onboarding,,,,,,
req-003,req-003-hlj-chunk_1-item_1-v1.0,gpt41|opus4|meta70b,,3,4,3,7,0,3,0.0,1.0,0.9182958340544898,,detection|fraud|rules,[inferred] configurability|micro-transaction,[inferred] configuration,[inferred] microtransactions,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0
req-003,req-003-hlj-chunk_1-item_10-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] data-minimization|privacy|security,alerts|performance|ratelimit,,0.0,0.0,0,,,
req-003,req-003-hlj-chunk_1-item_2-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,fraud,[inferred] customization|rules,detection|patterns,[inferred] notification|alerting|realtime,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0
req-003,req-003-hlj-chunk_1-item_3-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] analytics|detection|micro-transaction,fraud|ml|rules,[inferred] accuracy|edgecases|falsepositives,0.0,0.0,0,0.0,0.0,0
req-003,req-003-hlj-chunk_1-item_4-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] real-time|alert|notification,alerts|fraud|realtime,[inferred] compliance|audit|reporting,0.0,0.0,0,0.0,0.0,0
req-003,req-003-hlj-chunk_1-item_5-v1.0,gpt41|opus4|meta70b,,2,3,3,8,0,0,0.0,1.0,0.9182958340544896,,,alert|details,alerts|integration|slack,[inferred] data_protection|privacy|security,0.0,0.0,0,0.0,0.0,0
req-003,req-003-hlj-chunk_1-item_6-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,integration,[inferred] maintainability|false-positive|logging,alerts|email,[inferred] interoperability|infrastructure,0.0,0.0,0,0.0,0.0,0
req-003,req-003-hlj-chunk_1-item_7-v1.0,gpt41|opus4|meta70b,,2,3,3,8,0,0,0.0,1.0,0.9182958340544896,,,rate-limiting|usability,alerts|dashboard|ui,[inferred] governance|compliance|regulation,0.0,0.0,0,0.0,0.0,0
req-003,req-003-hlj-chunk_1-item_8-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] auditability|audit|logging,alerts|data|security,,0.0,0.0,0,,,
req-003,req-003-hlj-chunk_1-item_9-v1.0,gpt41|opus4,meta70b,2,3,0,5,0,0,0.0,1.0,1.0,,,compliance|reporting,logging|ml|optimization,,0.0,0.0,0,,,
req-003,req-003-hlj-chunk_2-item_1-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,audit|compliance|logging,,,audit|compliance|logging,,,,,,,
req-003,req-003-hlj-chunk_2-item_2-v1.0,opus4,gpt41|meta70b,0,4,0,4,4,0,1.0,0.0,0.0,[inferred] fraud|compliance|privacy|security,,,[inferred] fraud|compliance|privacy|security,,,,,,,
req-004,req-004-hlj-chunk_1-item_1-v1.0,gpt41|opus4|meta70b,,3,3,3,6,1,2,0.16666666666666666,0.8333333333333334,0.7652465283787414,metadata,gdpr|metadata,[inferred] traceability,audit,[inferred] compliance|auditlogs,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
req-004,req-004-hlj-chunk_1-item_10-v1.0,gpt41|opus4|meta70b,,2,3,3,7,0,1,0.0,1.0,0.9182958340544898,,security,integrity,audit|cryptography,[inferred] analytics|compliance|reporting,0.3333333333333333,0.5,0.4,0.0,0.0,0
req-004,req-004-hlj-chunk_1-item_2-v1.0,gpt41|opus4|meta70b,,2,3,3,5,1,2,0.2,0.8,0.7346366672435917,gdpr,classification|gdpr,,privacy,[inferred] compliance|dataclassification,0.6666666666666666,1.0,0.8,0.3333333333333333,0.5,0.4
req-004,req-004-hlj-chunk_1-item_3-v1.0,gpt41|opus4|meta70b,,2,3,3,8,0,0,0.0,1.0,0.9182958340544896,,,gdpr|traceability,audit|lineage|tracking,[inferred] compliance|auditlogs|datalineage,0.0,0.0,0,0.0,0.0,0
req-004,req-004-hlj-chunk_1-item_4-v1.0,gpt41|opus4|meta70b,,2,3,3,6,0,2,0.0,1.0,0.9182958340544897,,automation|gdpr,right-to-erasure,privacy,[inferred] compliance|righttoerasure,0.3333333333333333,0.5,0.4,0.0,0.0,0
req-004,req-004-hlj-chunk_1-item_5-v1.0,gpt41|opus4|meta70b,,2,3,3,5,1,2,0.2,0.8,0.7346366672435917,gdpr,deletion|gdpr,,privacy,[inferred] compliance|datadeletion,0.6666666666666666,1.0,0.8,0.3333333333333333,0.5,0.4
req-004,req-004-hlj-chunk_1-item_6-v1.0,gpt41|opus4|meta70b,,3,3,3,7,0,2,0.0,1.0,0.9182958340544898,,gdpr|redaction,[inferred] auditability|right-to-erasure,privacy,[inferred] compliance|auditlogs,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0
req-004,req-004-hlj-chunk_1-item_7-v1.0,gpt41|opus4|meta70b,,2,4,3,6,0,3,0.0,1.0,0.9182958340544897,,[inferred] compliance|audit|gdpr,meta-log,logging,edgecases,0.25,0.5,0.3333333333333333,0.0,0.0,0
req-004,req-004-hlj-chunk_1-item_8-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,redaction,[inferred] multi-user|edge-case,audit|privacy,[inferred] compliance|integrity|security,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0
req-004,req-004-hlj-chunk_1-item_9-v1.0,gpt41|opus4|meta70b,,2,3,3,8,0,0,0.0,1.0,0.9182958340544896,,,access-control|retention,gdpr|rbac|security,[inferred] gdpr|apis|compliance,0.0,0.0,0,0.0,0.0,0
req-004,req-004-hlj-chunk_2-item_1-v1.0,gpt41|opus4|meta70b,,2,3,3,6,0,2,0.0,1.0,0.9182958340544897,,api|compliance,,gdpr,[inferred] integration|testing|validation,0.6666666666666666,1.0,0.8,0.0,0.0,0
req-004,req-004-hlj-chunk_2-item_2-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,dashboard,[inferred] reporting|monitoring,gdpr|reporting,[inferred] simulation|edgecases|testing,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0
req-004,req-004-hlj-chunk_2-item_3-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] security|meta-log|real-time,audit|security|storage,[inferred] officertraining|compliance|training,0.0,0.0,0,0.0,0.0,0
req-004,req-004-hlj-chunk_2-item_4-v1.0,opus4|meta70b,gpt41,0,3,3,6,0,0,0.0,1.0,1.0,,,,gdpr|testing|validation,[inferred] updatedlogs|apis|documentation,,,,,,
req-004,req-004-hlj-chunk_2-item_5-v1.0,opus4|meta70b,gpt41,0,4,3,7,0,0,0.0,1.0,1.0,,,,[inferred] edge-cases|alerts|monitoring|testing,[inferred] transitionplan|implementation|migration,,,,,,
req-005,req-005-hlj-chunk_1-item_1-v1.0,gpt41|opus4|meta70b,,3,3,2,8,0,0,0.0,1.0,0.9182958340544896,,,[inferred] security|frontend|usability,design|mobile|ui,freezeunfreeze|virtualcard,0.0,0.0,0,0.0,0.0,0
req-005,req-005-hlj-chunk_1-item_10-v1.0,gpt41|opus4,meta70b,2,3,0,5,0,0,0.0,1.0,1.0,,,feedback|usability,messaging|mobile|ui,,0.0,0.0,0,,,
req-005,req-005-hlj-chunk_1-item_2-v1.0,gpt41|opus4|meta70b,,3,3,2,7,0,1,0.0,1.0,0.9182958340544898,,ui,[inferred] accessibility|feedback|usability,design|mobile,virtualcard,0.0,0.0,0,0.0,0.0,0
req-005,req-005-hlj-chunk_1-item_3-v1.0,gpt41|opus4|meta70b,,2,3,2,7,0,0,0.0,1.0,0.9182958340544898,,,error_handling|usability,error-handling|mobile|ui,help|virtualcard,0.0,0.0,0,0.0,0.0,0
req-005,req-005-hlj-chunk_1-item_4-v1.0,gpt41|opus4|meta70b,,2,3,2,6,0,1,0.0,1.0,0.9182958340544897,,documentation,usability,mobile|ui,feedback|virtualcard,0.3333333333333333,0.5,0.4,0.0,0.0,0
req-005,req-005-hlj-chunk_1-item_5-v1.0,gpt41|opus4|meta70b,,3,3,2,8,0,0,0.0,1.0,0.9182958340544896,,,[inferred] compliance|operational|usability,authentication|mobile|security,edgecases|virtualcard,0.0,0.0,0,0.0,0.0,0
req-005,req-005-hlj-chunk_1-item_6-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] security|operational|usability,mobile|notification|ui,,0.0,0.0,0,,,
req-005,req-005-hlj-chunk_1-item_7-v1.0,gpt41|opus4,meta70b,2,3,0,5,0,0,0.0,1.0,1.0,,,documentation|usability,concurrency|mobile|ui,,0.0,0.0,0,,,
req-005,req-005-hlj-chunk_1-item_8-v1.0,gpt41|opus4,meta70b,2,3,0,5,0,0,0.0,1.0,1.0,,,documentation|usability,integration|mobile|notification,,0.0,0.0,0,,,
req-005,req-005-hlj-chunk_1-item_9-v1.0,gpt41|opus4,meta70b,2,3,0,5,0,0,0.0,1.0,1.0,,,feedback|operational,documentation|mobile|support,,0.0,0.0,0,,,
req-005,req-005-hlj-chunk_2-item_1-v1.0,gpt41|opus4,meta70b,4,3,0,5,2,2,0.4,0.6,0.6,api|backend,api|backend,[inferred] reliability|security,design,,0.6666666666666666,0.5,0.5714285714285715,,,
req-005,req-005-hlj-chunk_2-item_10-v1.0,gpt41|opus4|meta70b,,2,3,2,7,0,0,0.0,1.0,0.9182958340544898,,,compliance|regulation,api|dependency|integration,conflict|virtualcard,0.0,0.0,0,0.0,0.0,0
req-005,req-005-hlj-chunk_2-item_2-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] consistency|integration|synchronization,api|backend|reliability,,0.0,0.0,0,,,
req-005,req-005-hlj-chunk_2-item_3-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] authorization|backend|security,api|integration|real-time,,0.0,0.0,0,,,
req-005,req-005-hlj-chunk_2-item_4-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] logging|audit|compliance,api|authorization|security,,0.0,0.0,0,,,
req-005,req-005-hlj-chunk_2-item_5-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] user-notification|availability|resilience,compliance|logging|security,,0.0,0.0,0,,,
req-005,req-005-hlj-chunk_2-item_6-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] rollback|consistency|error_handling,backend|queue|reliability,[inferred] security|restful|virtualcard,0.0,0.0,0,0.0,0.0,0
req-005,req-005-hlj-chunk_2-item_7-v1.0,gpt41|opus4|meta70b,,3,3,2,8,0,0,0.0,1.0,0.9182958340544896,,,[inferred] concurrency|consistency|error_handling,backend|error-handling|reliability,atomicity|virtualcard,0.0,0.0,0,0.0,0.0,0
req-005,req-005-hlj-chunk_2-item_8-v1.0,gpt41|opus4|meta70b,,2,3,2,6,0,1,0.0,1.0,0.9182958340544897,,security,authentication,api|encryption,logging|virtualcard,0.3333333333333333,0.5,0.4,0.0,0.0,0
req-005,req-005-hlj-chunk_2-item_9-v1.0,gpt41|opus4|meta70b,,2,3,2,6,0,1,0.0,1.0,0.9182958340544897,,security,encryption,integration|monitoring,queueing|virtualcard,0.3333333333333333,0.5,0.4,0.0,0.0,0
req-005,req-005-hlj-chunk_3-item_1-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,compliance|pci|security,,,compliance|pci|security,,,,,,,
req-005,req-005-hlj-chunk_3-item_2-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,audit|compliance|security,,,audit|compliance|security,,,,,,,
req-005,req-005-hlj-chunk_3-item_3-v1.0,opus4,gpt41|meta70b,0,4,0,4,4,0,1.0,0.0,0.0,[inferred] security|operations|support|tools,,,[inferred] security|operations|support|tools,,,,,,,
req-005,req-005-hlj-chunk_3-item_4-v1.0,opus4,gpt41|meta70b,0,3,0,3,3,0,1.0,0.0,0.0,pilot|rollout|testing,,,pilot|rollout|testing,,,,,,,
req-006,req-006-hlj-chunk_1-item_1-v1.0,gpt41|opus4|meta70b,,3,3,3,6,0,3,0.0,1.0,0.9182958340544897,,api|configuration|rate-limiting,[inferred] customization,,rate limiting|tenant management,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0
req-006,req-006-hlj-chunk_1-item_10-v1.0,gpt41|opus4|meta70b,,2,3,3,7,0,1,0.0,1.0,0.9182958340544898,,security,abuse-detection,billing|compliance|reporting,api|rate limiting,0.0,0.0,0,0.3333333333333333,0.5,0.4
req-006,req-006-hlj-chunk_1-item_2-v1.0,gpt41|opus4|meta70b,,2,4,3,6,0,3,0.0,1.0,0.9182958340544897,,[inferred] resilience|api|rate-limiting,,burst-control,burst limits|rate limiting,0.5,1.0,0.6666666666666666,0.0,0.0,0
req-006,req-006-hlj-chunk_1-item_3-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,configuration,[inferred] real-time|usability,admin-portal|real-time,api|rate limiting|real-time updates,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0
req-006,req-006-hlj-chunk_1-item_4-v1.0,gpt41|opus4|meta70b,,2,3,3,7,0,1,0.0,1.0,0.9182958340544898,,rate-limiting,enforcement,api-gateway|infrastructure,api|api gateway|rate limiting,0.3333333333333333,0.5,0.4,0.0,0.0,0
req-006,req-006-hlj-chunk_1-item_5-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,api,[inferred] api|feedback|usability,http-429|rate-limiting,instant feedback|rate limiting,0.0,0.0,0,0.0,0.0,0
req-006,req-006-hlj-chunk_1-item_6-v1.0,gpt41|opus4|meta70b,,2,3,3,5,1,2,0.2,0.8,0.7346366672435917,logging,compliance|logging,,monitoring,api|rate limiting,0.6666666666666666,1.0,0.8,0.3333333333333333,0.5,0.4
req-006,req-006-hlj-chunk_1-item_7-v1.0,gpt41|opus4|meta70b,,2,3,3,6,0,2,0.0,1.0,0.9182958340544897,,alerting|monitoring,,dashboard,api|dashboards|rate limiting,0.6666666666666666,1.0,0.8,0.0,0.0,0
req-006,req-006-hlj-chunk_1-item_8-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,monitoring,[inferred] self-service|usability,alerting|notification,api|rate limiting|usage metrics,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0
req-006,req-006-hlj-chunk_1-item_9-v1.0,gpt41|opus4|meta70b,,2,3,3,6,0,2,0.0,1.0,0.9182958340544897,,api|reporting,compliance,metrics|self-service,rate limiting,0.0,0.0,0,0.3333333333333333,0.5,0.4
req-006,req-006-hlj-chunk_2-item_1-v1.0,gpt41|opus4|meta70b,,3,4,3,9,0,1,0.0,1.0,0.9182958340544896,,security,[inferred] audit|support|usability,[inferred] analytics|abuse-detection|monitoring,api|rate limiting,0.0,0.0,0,0.0,0.0,0
req-006,req-006-hlj-chunk_2-item_10-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] communication|compliance|legal,compatibility|legacy|migration,,0.0,0.0,0,,,
req-006,req-006-hlj-chunk_2-item_2-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] fallback|availability|resilience,audit|incident-response|override,api|multi-factor approval|security,0.0,0.0,0,0.0,0.0,0
req-006,req-006-hlj-chunk_2-item_3-v1.0,gpt41|opus4|meta70b,,2,3,3,8,0,0,0.0,1.0,0.9182958340544896,,,[inferred] authentication|security,availability|fallback|resilience,api|rollout|tenant segment,0.0,0.0,0,0.0,0.0,0
req-006,req-006-hlj-chunk_2-item_4-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,security,[inferred] audit|compliance,anti-spoofing|authentication,api|sandbox environments|testing,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0
req-006,req-006-hlj-chunk_2-item_5-v1.0,gpt41|opus4|meta70b,,3,4,3,10,0,0,0.0,1.0,0.9182958340544897,,,[inferred] safety|availability|rollout,[inferred] access-control|audit|mfa|security,api|documentation|rate limit policies,0.0,0.0,0,0.0,0.0,0
req-006,req-006-hlj-chunk_2-item_6-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] developer-experience|testing|usability,deployment|risk-management|rollout,,0.0,0.0,0,,,
req-006,req-006-hlj-chunk_2-item_7-v1.0,gpt41|opus4,meta70b,2,3,0,5,0,0,0.0,1.0,1.0,,,[inferred] education|documentation,client-support|sandbox|testing,,0.0,0.0,0,,,
req-006,req-006-hlj-chunk_2-item_8-v1.0,gpt41|opus4,meta70b,3,3,0,6,0,0,0.0,1.0,1.0,,,[inferred] legacy|compatibility|migration,communication|documentation|self-service,,0.0,0.0,0,,,
req-006,req-006-hlj-chunk_2-item_9-v1.0,gpt41|opus4,meta70b,2,3,0,4,1,1,0.25,0.75,0.75,performance,performance,[inferred] latency,infrastructure|upgrade,,0.3333333333333333,0.5,0.4,,,
req-007,req-007-hlj-chunk_1-item_1-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,aml,[inferred] integration|screening,api|architecture|compliance,kyc|regulatory,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
req-007,req-007-hlj-chunk_1-item_10-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] transparency|usability|ux,access|privacy|security,documentation|manual-review|training,0.0,0.0,0,0.0,0.0,0
req-007,req-007-hlj-chunk_1-item_2-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,aml,[inferred] onboarding|performance,api|compliance,recovery|regulatory|risk,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0
req-007,req-007-hlj-chunk_1-item_3-v1.0,gpt41|opus4|meta70b,,2,3,3,8,0,0,0.0,1.0,0.9182958340544896,,,aml|integration,backend|performance|sla,audit|privacy|security,0.0,0.0,0,0.0,0.0,0
req-007,req-007-hlj-chunk_1-item_4-v1.0,gpt41|opus4|meta70b,,3,3,3,8,0,1,0.0,1.0,0.9182958340544896,,compliance,[inferred] resilience|aml|availability,fallback|reliability,regulatory|reporting,0.0,0.0,0,0.0,0.0,0
req-007,req-007-hlj-chunk_1-item_5-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] compliance|aml|notification,compliance|state|workflow,communication|ui|ux,0.0,0.0,0,0.0,0.0,0
req-007,req-007-hlj-chunk_1-item_6-v1.0,gpt41|opus4|meta70b,,3,3,3,9,0,0,0.0,1.0,0.9182958340544896,,,[inferred] traceability|audit|logging,compliance|notifications|workflow,quality|screening|testing,0.0,0.0,0,0.0,0.0,0
